"Name","Value","Comment"
"S_Prem_Msg5","Elnézést kérünk! Úgy tűnik, hogy a vásárlás szerverhiba miatt meghiúsult. Kérjük, próbálja újra!","Sorry! Looks like the purchase failed due to some server error, plz try again."
"S_Prem_Msg6","Elnézést kérünk! Ismeretlen hiba történt a vásárláskor. Kérjük, próbálja újra!","Sorry! Something went wrong during the purchase, plz try again."
"S_PremAnnual","Prémium [Éves]","Premium [Annual]"
"S_PremFree","Ingyenes","Free"
"S_PremiumBooksCount","A program ingyenes változatával egyszerre csak {0} db könyvet tárolhat a könyvtárban.
Továbbiak hozzáadásához kérjük frissítsen az Aquile Reader prémium változatára.","Free version of the app supports only {0} books in the library at a time.
To add more, please upgrade to Aquile Reader Premium."
"S_PremiumCollection","A program ingyenes változata csak {0} db gyűjteményt támogat.
Továbbiak létrehozásához, kérjük frissítsen az Aquile Reader prémium változatára.","Free version of the app supports total of {0} collections items.
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumColorThemes","A program ingyenes változata csak {0} db egyéni témát támogat.
Továbbiak létrehozásához, kérjük frissítsen az Aquile Reader prémium változatára.","Free version of the app supports only {0} custom themes.
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumFonts","A rendszerben található összes betűkészlethez való hozzáféréshez frissítsen a prémium változatra!","Upgrade to Premium and get access to all fonts installed on the system."
"S_PremiumPin","A program ingyenes változata egyszerre csak {0} db könyv kitűzését támogatja a Start menüre.
Továbbiak létrehozásához, kérjük frissítsen az Aquile Reader prémium változatára.","Free version of the app supports only {0} books pinned to start screen at a time.
To add more, please upgrade to Aquile Reader Premium."
"S_PremiumRAHighlight","Egyéni kiemelőszínek használata Felolvasó módban csak az Aquile Reader prémium változatában érhető el.
Frissítsen prémiumra, és élvezze az összes funkciót!","Custom ReadAloud highlight colors are only available in Aquile Reader Premium.
Upgrade to Premium and enjoy all the features."
"S_PremiumSyncFolders","A program ingyenes változata csak {0} szinkronizált mappát támogat.
Továbbiak létrehozásához frissítsen az Aquile Reader prémium változatára!","Free version of the app supports only {0} sync folder(s).
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumThemes","Az egyéni oldaltémák kizárólag az Aquile Reader prémium változatában érhetők el!
Frissítsen a prémium változatra, hogy az összes funkciót élvezhesse!","Custom Page Themes are only available in Aquile Reader Premium.
Upgrade to Premium and enjoy all the features."
"S_PremLife","Prémium [Örökre]","Premium [Lifetime]"
"S_PremOff1","25% kedvezmény","25% off"
"S_PremOff2","30% kedvezmény","30% off"
"S_PremQuarterly","Prémium [Negyedéves]","Premium [Quarterly]"
"S_PremTrial","Prémium [Próba]","Premium [Trial]"
"S_PremUpg","Prémium frissítés","Premium upgrade"
"S_Publisher.Text","Kiadó : ","Publisher : "
"S_ReadAloud_Err1","Felolvasási konfigurációs hiba","Text-to-Speech configuration error"
"S_ReadAloud_ErrMsg1","A Felolvasás nincs megfelelően konfigurálva ezen az eszközön. Ha a hibát továbbra is észleli, kérjük, forduljon a terméktámogatáshoz!","Text-to-Speech is not configured correctly on this device, please follow the 'How to fix' link to configure it correctly. If the issue persists, contact support."
"S_ReadAloud_ErrMsg1_btn","Hibaelhárítás","How to fix"
"S_ReadAloudMsg1","Felolvasási üzemmódban a fejezetváltás nem engedélyezett.","Chapter change is not allowed in ReadAloud mode."
"S_ReadAloudMsg2","Olvashatatlan karakterek kerültek észlelésre, amelyek átugrásra kerülnek.","Unreadable characters detected. Skipping."
"S_ReadAloudMsg3","Következő fejezet.","Next chapter."
"S_ReadAloudMsg4","Váratlan hiba történt az olvasáskor.","Unexpected error occurred while reading."
"S_Restore","Helyreállítás","Restore"
"S_RmSyncFolderMsg1","{0} könyv eltávolítva","{0} book(s) removed."
"S_Save","Mentés","Save"
"S_SelectBackupFile","Helyreállítási fájl kiválasztása","Select backup file"
"S_SelectFolder","Mappa kiválasztása","Select folder"
"S_Series.Text","Sorozat:","Series : "
"S_ShareCollection","Gyűjtemények megosztása","Share collections"
"S_SomethingWentWrong","Ismeretlen hiba történt!","Something went wrong!"
"S_Sync_Now","Szinkronizálás most","Sync now"
"S_Sync_syncing","Szinkronizálás folyamatban…","Syncing ..."
"S_SyncFolder","Mappa szinkronizálása","Sync Folder"
"S_TextCopied","A kijelölt szöveg átmásolva a vágólapra.","Selected text copied to clipboard."
"S_TOCMsg1","A Tartalomjegyzék még betöltés alatt áll…","Table of Contents is still loading..."
"S_Understand","Értem","I understand"
"S_UnPin","Kitűzés megszüntetése","Un-Pin"
"S_Update","Frissítés","Update"
"S_UpdateFolder","Mappa frissítése","Update folder"
"S_UrlNotExist","URL nem létezik!","Url does not exist!"
"S_WordCount.Text","Szavak száma:","Word count : "
"S_WrongMsg1","Sajnáljuk, de úgy tűnik hiba történt!
Próbálja meg újra megnyitni a fájlt! Ha a hiba továbbra is fennáll lépjen kapcsolatba a terméktámogatással!","Sorry, but looks like something just went wrong.
Try opening the file again. If the problem persists please contact support."
"S_Yes","Igen","Yes"
"T_About_copyright.Text","© Optimilia Studios. Minden jog fenntartva!","© Optimilia Studios. All Rights Reserved."
"T_AddBook.Text","A kezdéshez adjon hozzá egy könyvet","Add a book to get started"
"T_AddFolderMsg1.Text","Átvizsgálás és könyvek hozzáadása","Scanning and adding books"
"T_AddFolderRes1.Text","Hozzáadott új könyvek: ","New books added : "
"T_AddFolderRes2.Text","Már létező könyvek:","Already existing books : "
"T_AddFolderRes3.Text","Könyvek hozzáadása sikertelen:","Failed to add books : "
"T_AddSite.Text","Oldal hozzáadása","Add site"
"T_AddTheme.Text","Téma hozzáadása","Add theme"
"T_AquilePremium.Text","Aquile Reader Prémium","Aquile Reader Premium"
"T_Backup_Beta.Text","Béta","Beta"
"T_Backup_Bkp.Text","Biztonsági mentés létrehozása a kiválasztott beállításokkal.","Create a backup copy with the selected configurations."
"T_Backup_Heading.Text","Biztonsági mentés és helyreállítás","Backup & Restore"
"T_Backup_Restore.Text","A kiválasztott beállítások helyreállítása fájlból
Megjegyzés: Ez felülírja a jelenlegi beállításokat pl.: a jegyzetek és a kiemelések elveszhetnek, ha azokat a visszaállítási fájl nem tartalmazza.","Restore the selected configurations from the backup file.
Note: This will override current configurations, e.g. new notes, highlights etc can be lost if they are not contained in the backup copy."
"T_BookmarksEmpty.Text","Itt találhatja meg a könyvjelzőket.","Find your bookmarks here."
"T_ChangeLog.Text","Változások","Change log"
"T_Credits1.Text","Közreműködők","Credits"
"T_CurrentPlan.Text","Jelenlegi állapot:","Current Plan :"
"T_Custom1","1. Válassza ki a háttérszínt","1. Select background color"
"T_Custom2","2. Válassza ki a szövegszínt","2. Select text foreground color"
"T_Custom3","3. Válassza ki a színmódot","3. Select color mode"
"T_DictWebSrch1.Text","Keresés a szótárban","Look this up"
"T_DictWebSrch2.Text","a weben","on the web"
"T_Downloads1.Text","Itt találja a letöltéseket.","Find your downloads here."
"T_Exp.Text","Kísérleti funkciók","Experimental"
"T_ExpDetails.Text","Ezek a funkciók még fejlesztés alatt állnak, így használatuk közben hibák fordulhatnak elő. Lehetősége van kipróbálni őket, és megoszthatja velünk észrevételeit!","These features are still in development and might be little unstable or buggy. You can try them out and share feedback with us."
"T_ExpDetailsLink.Text","További részletek és ismert hibák","More details and known issues"
"T_FavBooks.Text","Kedvencek","Favourite Books"
"T_FavEmptyMsg.Text","Kedvenc könyvei itt fognak megjelenni","Your favourite books would appear here"
"T_FontStyle.Text","Betűstílus","Font style"
"t_For.Text","a szöveghez","for"
"T_GeneralSettings.Text","Általános beállítások","General Settings"
"T_HighEdit1.Text","Válassza ki a kiemelés színét","Select text highlight color"
"T_HighlightColor.Text","Kiemelés színe","Highlight color"
"T_HighNotesEmpty.Text","Itt találja a jegyzetei és kiemelései listáját.","Find your notes and highlights here."
"T_Initializing.Text","Betöltés","Initializing"
"T_Language.Text","Nyelv","Language"
"T_LineSpace.Text","Sorköz","Line space"
"T_NoCollections.Text","Nincs elérhető gyűjtemény","No Collections available"
"T_NoDefFound.Text","Nem található definíció","No definition found"
"T_NoMatchesFound.Text","Nincs találat","No matches found"
"T_NoteText.PlaceholderText","Írja be a jegyzet szövegét","Enter note text"
"T_OBPlaceHolder.Text","Válassza ki a weboldalt e-könyvek letöltéséhez","Select the site to start downloading eBooks"
"T_OnlineBooksWarn1","Fontos információk","Important Information"
"T_OnlineBooksWarn2","Mentjük a weboldalak által használt sütiket, hogy fenntartsuk az Ön bejelentkezéseinek folyamatosságát, és jobb felhasználói élményt biztosíthassunk.","We save the cookies used by websites to maintain continuity of your logins and provide better experience."
"T_OnlineBooksWarn3","Nem ajánljuk, hogy innen vásároljon / fizessen. Kérjük, ezekhez a műveletekhez használja megszokott internetböngészőjét.","We don't recommend making purchases/payments from here, please use your regular browser for the same."
"T_OpeningBook.Text","Könyv megnyitása","Opening Book"
"T_OpenLibrary.Text","Könyvtár megnyitása","Open Library"
"T_PageLayout.Text","Oldal elrendezése","Page layout"
"T_PageTheme.Text","Oldal témák","Page themes"
"T_ParagraphSpace.Text","Bekezdés távolsága","Paragraph space"
"T_Personalization.Text","Személyre szabás","Personalization"
"T_Processing.Text","Feldolgozás","Processing"
"T_RaPremMsg.Text","A Felolvasás funkció vezérlői (felolvasási sebesség, hangmagasság és hangerő) kizárólag az alkalmazás prémium változatában elérhetők.","TTS (Text-to-Speech) audio controls which include reading speed, audio pitch and volume are only available in premium version of the app."
"T_ReaderSettings.Text","Olvasó beállításai","Reader Settings"
"T_RecentReads.Text","Mostanában olvasott","Recent Reads"
"T_RmSyncFolder.Text","Szinkronizált mappa eltávolítása","Remove Sync Folder"
"T_RmSyncFolderConf.Text","Biztos benne, hogy el kívánja távolítani ezt  a szinkronizált mappát?","Are you sure you want to remove this synced folder?"
"T_RmSyncFolderMsg1.Text","Könyvek eltávolítása","Removing books"
"T_SBInput.PlaceholderText","Keresés…","Find ..."
"T_SearchBox.PlaceholderText","Keresés cím vagy szerző neve alapján….","Search by title or author name ..."
"T_Searching.Text","Keresés","Searching"
"T_SeeMore.Text","Továbbiak","See more"
"T_SelectFolder.Text","Mappa kiválasztása","Select folder"
"T_Settings.Text","Beállítások","Settings"
"T_SiteUrl.Text","Weboldal URL:","Site url : "
"T_SomeWentWrong.Text","Ismeretlen hiba történt, kérjük próbálja újra!","Something went wrong, please try again."
"T_SpeechSpeed.Text","Beszéd sebessége","Speech speed"
"T_Statistics.Text","Statisztika","Statistics"
"T_Sync_AddFolder.Text","Szinkronizált mappa hozzáadása","Add sync folder"
"T_Sync_BookCount.Text","Könyvek száma:","Book count : "
"T_Sync_msg1.Text","Ezáltal könnyedén szinkronizálhatja az alkalmazás könyvtárában és a helyi gyűjteményben meglévő könyveket.","This provides an easy way to keep the Aquile Reader library and your local book collection in sync."
"T_Sync_msg2.Text","Az Aquile Reader induláskor automatikusan szinkronizálja a könyveket a szinkronizációs mappákból, valamint hozzáadja/eltávolítja a könyveket az alkalmazás könyvtárából.","Aquile Reader on app start-up syncs books from 'Sync Folders' and automatically add/remove books from the app library."
"T_Sync_SyncFolders.Text","Szinkronizációs mappák","Sync Folders"
"T_TextAlignment.Text","Szöveg elrendezése","Text alignment"
"T_TextSize.Text","Szöveg mérete","Text size"
"T_TextSizeDecrease.Text","A-","A-"
"T_TextSizeDecrease.ToolTipService.ToolTip","Kicsinyítés (Ctrl + -)","Decrease (Ctrl + -)"
"T_TextSizeIncrease.Text","A+","A+"
"T_TextSizeIncrease.ToolTipService.ToolTip","Nagyítás (Ctrl + +)","Increase (Ctrl + +)"
"T_Title.Text","Cím:","Title : "
"T_TocEmpty.Text","Ehhez a könyvhöz nem érhető el tartalomjegyzék.","Table of contents is not available for this book."
"T_Voice.Text","Felolvasó hangja","Voice"
"T_VoiceGender.Text","Felolvasó neme","Voice gender"
"T_VoicePitch.Text","Felolvasó hangmagassága","Voice pitch"
"T_Volume.Text","Hangerő","Volume"
"T_WordSpace.Text","Szóköz","Word space"
"TC_B_DarkMode.Content","Sötét téma","Dark mode"
"TC_B_LightMode.Content","Világos téma","Light mode"
"TC_S_ErrMsg1","A téma neve 1-15 karakter lehet.","Theme name should be between 1-15 chars."
"TC_S_SelectAccentColor","2. Válassza ki a kiegészítő színt","2. Select accent color"
"TC_S_SelectBackColor","1. Válassza ki a háttérszínt","1. Select background color"
"TC_S_SelectColorMode","3. Válassza ki a színmódot","3. Select color mode"
"TC_T_ThemeName.Text","4. Adjon nevet a témának","4. Name of theme"
"TM_Author.Text","Szerző","Author"
"TM_FilePath.Text","Fájl útvonala","File Path"
"TM_Genre.Text","Műfaja","Genre"
"TM_ImportTime.Text","Importálás ideje","Import time"
"TM_Language.Text","Nyelv","Language"
"TM_LastReadTime.Text","Utolsó olvasási idő","Last read time"
"TM_None.Text","(Nincs)","(None)"
"TM_Publisher.Text","Kiadó","Publisher"
"TM_ReadingProg.Text","Olvasási folyamat","Reading progress"
"TM_Series.Text","Sorozat","Series"
"TM_SeriesNum.Text","Sorozat száma","Series Number"
"TM_Title.Text","Cím:","Title"
"ToggleSwitch.OffContent","Letiltva","Disabled"
"ToggleSwitch.OnContent","Engedélyezve","Enabled"
"S_Previous","Előző","Previous"
"S_B_AppRestart","Újraindítás szükséges","App restart needed"
"S_B_AppRestartFailed","Az alkalmazás újraindítása nem sikerült, kérjük indítsa újra manuálisan a változások életbe léptetéséhez.","Unable to restart the app, please restart manually for changes to take effect."
"S_B_LangRestartMsg","Az alkalmazás nyelvének megváltoztatásához újra kell indítania a programot. Szeretné most újraindítani?","App restart is required for display language change to take effect. Do you want to proceed?"
"S_B_Upgrade","Frissítés","Upgrade"
"S_B_UpgradePremMsg","Frissítsen a Prémium változatra!","Upgrade to Aquile Reader Premium!"
"T_HelpTranslateLink.Text","Segítsen további nyelvekre lefordítani az alkalmazást","Help translate to more languages"
"S_Free.Text","Ingyenes verzió","Free Version"
"S_Free_Msg1.Text","Hirdetések az alkalmazáson belül","Advertisements in the app"
"S_Free_Msg2.Text","Maximum 40 elem egy gyűjteményben","Max 40 collection items supported"
"S_Free_Msg3.Text","Maximum 20 könyv a könyvtárban","Max 20 books in the library"
"S_Free_Msg4.Text","Egyéni színsémák nem támogatottak az olvasóban","Custom color schemes not supported in the Reader"
"S_Free_Msg5.Text","Csak 1 egyéni színtéma engedélyezett","Only 1 custom app color theme allowed"
"S_Free_Msg6.Text","Korlátozott számú betűtípus támogatott","Limited number of fonts supported in the reader"
"S_Free_Msg7.Text","Korlátozott Felolvasási funkció","Limited TTS (Text-to-Speech) support"
"S_Free_Msg8.Text","Csak 1 szinkronizált mappa engedélyezett","Only 1 sync folder allowed"
"S_Free_Msg9.Text","Egyszerre maximum 5 könyv tűzhető ki a Start menüre","Max 5 books can be pinned to Start screen at a time"
"S_PremPage.Text","Prémium verzió","Premium Version"
"S_PremPage_Msg1.Text","Hirdetésektől mentes felület","Ad free reading experience"
"S_PremPage_Msg2.Text","Nincs korlátozás a gyűjteményekben (kiemelésekben, jegyzetekben és könyvjelzőkben)","No limit on collections (highlights, notes & bookmarks)"
"S_PremPage_Msg3.Text","Korlátlan számú könyv a könyvtárban","No limit on number of books in the library"
"S_PremPage_Msg4.Text","Egyéni színsémák az olvasóban","Custom color schemes available in the Reader"
"S_PremPage_Msg5.Text","Korlátlan számú egyéni színtéma","Support for any number of custom app color themes"
"S_PremPage_Msg6.Text","Hozzáférés a rendszeren megtalálható összes betűtípushoz","Access to all fonts installed in the system"
"S_PremPage_Msg7.Text","Teljes értékű Felolvasás funkció","Full TTS (Text-to-Speech) experience"
"S_PremPage_Msg8.Text","Korlátlan számú szinkronizálható mappa","No limit on number of sync folders"
"S_PremPage_Msg9.Text","Korlátlan számban tűzhet ki könyveket a Start menüre","No limit on number books pinned to Start screen"
"Sync_CloudSync.Content","Felhő szinkronizálás","Cloud sync"
"Sync_AllBooks","Minden könyv","All Books"
"Sync_AllBooksListMsg","A következők kivételével az összes könyv szinkronizálása folyamatban van -","All books except following are being synced -"
"Sync_CloudSync_Heading.Text","Felhő szinkronizálás","Cloud sync"
"Sync_EnableSync.Description","Kapcsolja be a könyvek és a metaadatok eszközök közötti szinkronizálását az összekapcsolt Google Drive-fiók használatával.","Toggle cross-device sync of books and metadata using the linked Google drive account."
"Sync_EnableSync.Title","Felhős szinkronizálás engedélyezése","Enable cloud sync"
"Sync_LinkAccount","Kapcsolja össze a Google-fiókot","Link Google account"
"Sync_LinkBeforeSync","A szinkronizálás engedélyezése előtt kapcsolja össze a Google-fiókot.","Link Google account before enabling sync."
"Sync_LinkedGDrive","Összekapcsolva a Google Drive-val összekapcsolva a következővel: -","Linked to Google Drive connected to -"
"Sync_SelectedBooks","Válogatott könyvek","Selected books"
"Sync_SelectedBooksListMsg","A következő könyvek szinkronizálása folyamatban van -","Following books are being synced -"
"Sync_SyncBookMode.Description","Az „Összes könyv” azt jelenti, hogy alapértelmezés szerint az összes könyv szinkronizálva lesz, kivéve a kizárt könyveket.
A „Kiválasztott könyvek” azt jelenti, hogy alapértelmezés szerint egyetlen könyv sem lesz szinkronizálva, kivéve a benne foglaltakat.","'All Books' means by default all books will be synced, except for excluded ones.
'Selected Books' means by default no book will be synced, except for included ones."
"Sync_SyncBookMode.Title","Szinkronizálandó könyvek","Books to sync"
"Sync_SyncGDrive","Szinkronizálás a következőhöz csatlakoztatott Google Drive-val:","Syncing to Google Drive connected to -"
"Sync_SyncInfo.Text","A felhőszinkronizálás lehetővé teszi az Aquile Reader használatát több eszközön (Android és Windows), és szinkronizálja az adatokat a zökkenőmentes olvasási élmény érdekében. A felhőszinkronizálás biztonsági mentési adatként is szolgálhat, amelyet a friss telepítés után visszaállíthat.","Cloud sync enables use of Aquile Reader on multiple devices (Android and Windows) and syncs data acorss them for seamless reading experience. Cloud sync can also serve as backup data that can be used for restore after fresh install."
"Sync_SyncMsg.Description","Szinkronizálás közben felugró üzenetek megjelenítése.","Display message pop-ups when sync is running."
"Sync_SyncMsg.Title","Szinkronizálási munkaüzenetek megjelenítése","Show sync working messages"
"Sync_SyncUploadFiles.Description","Töltse fel az e-könyv forrásfájljait a felhőbe.","Upload source eBook files to cloud."
"Sync_SyncUploadFiles.Title","E-könyv fájlok szinkronizálása","Sync eBook files"
"Sync_UnlinkAccount","A Google-fiók leválasztása","Unlink Google account"
"S_EmptyList.Text","A lista üres","List is empty"
"Sync_DisableSync","A felhőszinkronizálás letiltása","Disable cloud sync"
"Sync_EnableSyncStr","Felhős szinkronizálás engedélyezése","Enable cloud sync"
"Sync_SyncNow.Text","Szinkronizálja a könyvet most","Sync book now"
"Sync_UploadBookFile.Text","Könyvfájl feltöltése","Upload book file"
"S_AddFav","Kedvenc hozzáadása","Add Favourite"
"S_RemoveFav","Kedvenc eltávolítása","Remove Favourite"
"Sync_Cancelled","Szinkronizálás megszakítva","Sync cancelled"
"Sync_Complete","A szinkronizálás befejeződött","Sync complete"
"Sync_ComplteRefreshNeeded","A szinkronizálás kész, fejezetfrissítés szükséges","Sync complete, chapter refresh needed"
"Sync_Failed","A szinkronizálás nem sikerült","Sync failed"
"Sync_Started","A szinkronizálás elindult","Sync started"
"sync_tip.Subtitle","A felhőszinkronizálás a Google Drive segítségével engedélyezi a könyvek, könyvfájlok, metaadatok, olvasási pozíció és megjegyzések eszközök közötti szinkronizálását (Android és Windows).

Az alkalmazás indításakor a könyvek legújabb állapota letöltődik a felhőből. Egy könyv nyitásakor és bezárásakor a könyv állapota ismét szinkronizálódik (felfelé és lefelé egyaránt).

Lehetőségek állnak rendelkezésre a szinkronizálási viselkedés szabályozására. Az „Összes könyv” opcióval alapértelmezés szerint az összes könyv szinkronizálva van, hacsak a felhasználó nem zárt ki néhány könyvet a szinkronizálásból. A „Kiválasztott könyvek” azt jelenti, hogy csak a felhasználó által kiválasztott könyvek szinkronizálódnak. A könyveket a könyv helyi menüjének használatával lehet bevenni/kizárni.","Cloud sync uses Google Drive to enable cross device sync (Android and Windows) of books, book files, metadata, reading position and annotations.

At the app start, latest state of books are downloaded from cloud. On opening and closing a book, state of the book is synced again (both upwards and downwards).

Options are provided to control the sync behaviour. With 'All books' option by default all the books are synced, unless user has excluded some books from sync. 'Selected books' means only user selected books are synced. Books can be included/excluded by using the book context menu."
"sync_tip.Title","Felhő szinkronizálás","Cloud sync"
"S_Free_Msg10.Text","Maximum 3 könyv szinkronizálható felhővel.","Max 3 books can be synced to cloud."
"S_PremiumCloudSync","Az ingyenes verzió csak a „Kiválasztott könyvek” opciót támogatja.
Kérjük, frissítsen az Aquile Reader Premiumra, hogy élvezhesse az összes funkciót.","Free version supports only 'Selected Books' option.
Please upgrade to Aquile Reader Premium to enjoy all features."
"S_PremiumCloudSyncLimit","Az alkalmazás ingyenes verziója csak {0} könyv szinkronizálását támogatja a felhővel.
További hozzáadáshoz frissítsen az Aquile Reader Premiumra.","Free version of the app supports only {0} books to be synced to cloud.
To add more, please upgrade to Aquile Reader Premium."
"S_PremPage_Msg10.Text","A felhőalapú szinkronizálási lehetőségek nincsenek korlátozva.","No limitation on cloud sync options."
