"Name","Value","Comment"
"Sync_SyncInfo.Text","","Cloud sync enables use of Aquile Reader on multiple devices (Android and Windows) and syncs data acorss them for seamless reading experience. Cloud sync can also serve as backup data that can be used for restore after fresh install."
"Sync_SyncMsg.Description","","Display message pop-ups when sync is running."
"Sync_SyncMsg.Title","","Show sync working messages"
"Sync_SyncUploadFiles.Description","","Upload source eBook files to cloud."
"Sync_SyncUploadFiles.Title","","Sync eBook files"
"Sync_UnlinkAccount","","Unlink Google account"
"S_EmptyList.Text","","List is empty"
"Sync_DisableSync","","Disable cloud sync"
"Sync_EnableSyncStr","","Enable cloud sync"
"Sync_SyncNow.Text","","Sync book now"
"Sync_UploadBookFile.Text","","Upload book file"
"S_AddFav","","Add Favourite"
"S_RemoveFav","","Remove Favourite"
"Sync_Cancelled","","Sync cancelled"
"Sync_Complete","","Sync complete"
"Sync_ComplteRefreshNeeded","","Sync complete, chapter refresh needed"
"Sync_Failed","","Sync failed"
"Sync_Started","","Sync started"
"sync_tip.Subtitle","","Cloud sync uses Google Drive to enable cross device sync (Android and Windows) of books, book files, metadata, reading position and annotations.

At the app start, latest state of books are downloaded from cloud. On opening and closing a book, state of the book is synced again (both upwards and downwards).

Options are provided to control the sync behaviour. With 'All books' option by default all the books are synced, unless user has excluded some books from sync. 'Selected books' means only user selected books are synced. Books can be included/excluded by using the book context menu."
"sync_tip.Title","","Cloud sync"
"S_Free_Msg10.Text","","Max 3 books can be synced to cloud."
"S_PremiumCloudSync","","Free version supports only 'Selected Books' option.
Please upgrade to Aquile Reader Premium to enjoy all features."
"S_PremiumCloudSyncLimit","","Free version of the app supports only {0} books to be synced to cloud.
To add more, please upgrade to Aquile Reader Premium."
"S_PremPage_Msg10.Text","","No limitation on cloud sync options."
