"Name","Value","Comment"
"S_PremiumRAHighlight","Користувацькі кольори підсвітки читання вголос доступні тільки в Aquile Reader Premium.
Оновіться до Преміуму і отримайте всі функції.","Custom ReadAloud highlight colors are only available in Aquile Reader Premium.
Upgrade to Premium and enjoy all the features."
"S_PremiumSyncFolders","Безкоштовна версія програми підтримує лише {0} папку для синхронізації.
Щоб додати більше, оновіть програму до Aquile Reader Premium.","Free version of the app supports only {0} sync folder(s).
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumThemes","Користувацькі теми оформлення сторінок доступні тільки в Aquile Reader Premium.
Оновіться до Преміуму і отримайте всі функції.","Custom Page Themes are only available in Aquile Reader Premium.
Upgrade to Premium and enjoy all the features."
"S_PremLife","Преміум [Пожиттєво]","Premium [Lifetime]"
"S_PremOff1","- 25%","25% off"
"S_PremOff2","- 30%","30% off"
"S_PremQuarterly","Преміум [Щоквартально]","Premium [Quarterly]"
"S_PremTrial","Преміум [Ознайомлювальна версія]","Premium [Trial]"
"S_PremUpg","Оновлення до Преміуму","Premium upgrade"
"S_Publisher.Text","Видавець: ","Publisher : "
"S_ReadAloud_Err1","Помилка конфігурації синтезу мовлення","Text-to-Speech configuration error"
"S_ReadAloud_ErrMsg1","Синтез мовлення не налаштовано належним чином на цьому пристрої. Перейдіть за посиланням ""Як виправити"", щоб правильно налаштувати це. Якщо проблема не зникає, зверніться до служби підтримки.","Text-to-Speech is not configured correctly on this device, please follow the 'How to fix' link to configure it correctly. If the issue persists, contact support."
"S_ReadAloud_ErrMsg1_btn","Як виправити","How to fix"
"S_ReadAloudMsg1","Зміна глави не дозволяється в режимі читання вголос.","Chapter change is not allowed in ReadAloud mode."
"S_ReadAloudMsg2","Виявлено нечитабельні символи. Пропускаємо.","Unreadable characters detected. Skipping."
"S_ReadAloudMsg3","Наступна глава.","Next chapter."
"S_ReadAloudMsg4","Під час читання сталася неочікувана помилка.","Unexpected error occurred while reading."
"S_Restore","Відновити","Restore"
"S_RmSyncFolderMsg1","Книг прибрано: {0}.","{0} book(s) removed."
"S_Save","Зберегти","Save"
"S_SelectBackupFile","Вибрати файл резервної копії","Select backup file"
"S_SelectFolder","Вибрати папку","Select folder"
"S_Series.Text","Серія: ","Series : "
"S_ShareCollection","Поділитися колекціями","Share collections"
"S_SomethingWentWrong","Щось пішло не так!","Something went wrong!"
"S_Sync_Now","Синхронізувати зараз","Sync now"
"S_Sync_syncing","Синхронізація...","Syncing ..."
"S_SyncFolder","Синхронізувати папку","Sync Folder"
"S_TextCopied","Виділений текст скопійовано до буфера обміну.","Selected text copied to clipboard."
"S_TOCMsg1","Зміст ще завантажується...","Table of Contents is still loading..."
"S_Understand","Зрозуміло","I understand"
"S_UnPin","Відкріпити","Un-Pin"
"S_Update","Оновити","Update"
"S_UpdateFolder","Оновити папку","Update folder"
"S_UrlNotExist","URL-адреса не існує!","Url does not exist!"
"S_WordCount.Text","Кількість слів: ","Word count : "
"S_WrongMsg1","Вибачте, схоже, щось пішло не так.Спробуйте відкрити файл знову.
Якщо проблема не зникає, зверніться до служби підтримки.","Sorry, but looks like something just went wrong.
Try opening the file again. If the problem persists please contact support."
"S_Yes","Так","Yes"
"T_About_copyright.Text","© Optimilia Studios. Всі права захищені.","© Optimilia Studios. All Rights Reserved."
"T_AddBook.Text","Щоб почати, додайте книгу","Add a book to get started"
"T_AddFolderMsg1.Text","Сканування і додавання книг","Scanning and adding books"
"T_AddFolderRes1.Text","Щойно додані книги: ","New books added : "
"T_AddFolderRes2.Text","Книги, що вже є: ","Already existing books : "
"T_AddFolderRes3.Text","Не вдалося додати книги: ","Failed to add books : "
"T_AddSite.Text","Додати сайт","Add site"
"T_AddTheme.Text","Додати тему","Add theme"
"T_AquilePremium.Text","Aquile Reader Premium","Aquile Reader Premium"
"T_Backup_Beta.Text","Beta","Beta"
"T_Backup_Bkp.Text","Зробити резервну копію з вибраною конфігурацією.","Create a backup copy with the selected configurations."
"T_Backup_Heading.Text","Резервна копія і відновлення","Backup & Restore"
"T_Backup_Restore.Text","Відновіти вибрані конфігурації з файлу резервної копії.
Примітка: Це перевизначить поточні конфігурації, напр.нові примітки, виділення маркером тощо можуть бути втрачені, якщо вони не містяться в резервній копії.","Restore the selected configurations from the backup file.
Note: This will override current configurations, e.g. new notes, highlights etc can be lost if they are not contained in the backup copy."
"T_BookmarksEmpty.Text","Тут ви знайдете свої закладки.","Find your bookmarks here."
"T_ChangeLog.Text","Журнал змін","Change log"
"T_Credits1.Text","Титри","Credits"
"T_CurrentPlan.Text","Поточний план:","Current Plan :"
"T_Custom1","1. Виберіть колір фону","1. Select background color"
"T_Custom2","2. Виберіть колір переднього плану тексту","2. Select text foreground color"
"T_Custom3","3. Виберіть режим кольору","3. Select color mode"
"T_DictWebSrch1.Text","Подивитись це","Look this up"
"T_DictWebSrch2.Text","в мережі","on the web"
"T_Downloads1.Text","Тут ви знайдете свої завантаження.","Find your downloads here."
"T_Exp.Text","Експериментальні функції","Experimental"
"T_ExpDetails.Text","Ці функції все ще в розробці і можуть бути нестабільними або несправними. Ви можете спробувати їх і поділитися з нами відгуками.","These features are still in development and might be little unstable or buggy. You can try them out and share feedback with us."
"T_ExpDetailsLink.Text","Більше подробиць та відомі проблеми","More details and known issues"
"T_FavBooks.Text","Обрані книги","Favourite Books"
"T_FavEmptyMsg.Text","Ваші обрані книги з'являться тут","Your favourite books would appear here"
"T_FontStyle.Text","Стиль шрифту","Font style"
"t_For.Text","за","for"
"T_GeneralSettings.Text","Загальні налаштування","General Settings"
"T_HighEdit1.Text","Виберіть колір виділення тексту","Select text highlight color"
"T_HighlightColor.Text","Колір маркеру","Highlight color"
"T_HighNotesEmpty.Text","Тут ви знайдете свої примітки і виділення маркером","Find your notes and highlights here."
"T_Initializing.Text","Ініціалізація","Initializing"
"T_Language.Text","Мова","Language"
"T_LineSpace.Text","Відступи між рядками","Line space"
"T_NoCollections.Text","Немає колекцій","No Collections available"
"T_NoDefFound.Text","Визначення не знайдено","No definition found"
"T_NoMatchesFound.Text","Співпадінь не знайдено","No matches found"
"T_NoteText.PlaceholderText","Введіть текст примітки","Enter note text"
"T_OBPlaceHolder.Text","Виберіть сайт, щоб почати завантажувати електронні книги","Select the site to start downloading eBooks"
"T_OnlineBooksWarn1","Важлива інформація","Important Information"
"T_OnlineBooksWarn2","Ми зберігаємо файли cookie, які використовуються веб-сайтами, щоб пам'ятати входи в облікові записи і забезпечувати кращий користувацький досвід.","We save the cookies used by websites to maintain continuity of your logins and provide better experience."
"T_OnlineBooksWarn3","Ми не рекомендуємо робити покупки/платежі звідси, будь ласка, використовуйте для цього свій звичайний браузер.","We don't recommend making purchases/payments from here, please use your regular browser for the same."
"T_OpeningBook.Text","Видкриття книги","Opening Book"
"T_OpenLibrary.Text","Відкрити бібліотеку","Open Library"
"T_PageLayout.Text","Макет сторінки","Page layout"
"T_PageTheme.Text","Оформлення сторінки","Page themes"
"T_ParagraphSpace.Text","Відступи між абзацами","Paragraph space"
"T_Personalization.Text","Персоналізація","Personalization"
"T_Processing.Text","Обробка","Processing"
"T_RaPremMsg.Text","Елементи керування звуком TTS (синтезу мовлення), такі як швидкість читання, висота звуку та гучність, доступні лише в преміум-версії програми.","TTS (Text-to-Speech) audio controls which include reading speed, audio pitch and volume are only available in premium version of the app."
"T_ReaderSettings.Text","Налаштування читалки","Reader Settings"
"T_RecentReads.Text","Нещодавні книги","Recent Reads"
"T_RmSyncFolder.Text","Видалити папку синхронізації","Remove Sync Folder"
"T_RmSyncFolderConf.Text","Впевнені, що хочете вилучити цю синхронізовану папку?","Are you sure you want to remove this synced folder?"
"T_RmSyncFolderMsg1.Text","Вилучення книг","Removing books"
"T_SBInput.PlaceholderText","Знайти...","Find ..."
"T_SearchBox.PlaceholderText","Шукати за назвою або автора...","Search by title or author name ..."
"T_Searching.Text","Шукаємо","Searching"
"T_SeeMore.Text","Побачити більше","See more"
"T_SelectFolder.Text","Вибрати папку","Select folder"
"T_Settings.Text","Налаштування","Settings"
"T_SiteUrl.Text","URL-адреса сайту: ","Site url : "
"T_SomeWentWrong.Text","Щось пішло не так, спробуйте ще раз.","Something went wrong, please try again."
"T_SpeechSpeed.Text","Швидкість мовлення","Speech speed"
"T_Statistics.Text","Статистика","Statistics"
"T_Sync_AddFolder.Text","Додати папку для синхронізації","Add sync folder"
"T_Sync_BookCount.Text","Кількість книг: ","Book count : "
"T_Sync_msg1.Text","Це дозволяє легко підтримувати синхронізацію бібліотеки Aquile Reader і вашої локальної колекції книг.","This provides an easy way to keep the Aquile Reader library and your local book collection in sync."
"T_Sync_msg2.Text","Aquile Reader під час запуску програми синхронізує книги з ""папок для синхронізації"" і автоматично додає/вилучає книги з бібліотеки в програмі.","Aquile Reader on app start-up syncs books from 'Sync Folders' and automatically add/remove books from the app library."
"T_Sync_SyncFolders.Text","Папки для синхронізації","Sync Folders"
"T_TextAlignment.Text","Вирівнювання тексту","Text alignment"
"T_TextSize.Text","Розмір тексту","Text size"
"T_TextSizeDecrease.Text","A-","A-"
"T_TextSizeDecrease.ToolTipService.ToolTip","Зменшити (Ctrl + -)","Decrease (Ctrl + -)"
"T_TextSizeIncrease.Text","A+","A+"
"T_TextSizeIncrease.ToolTipService.ToolTip","Збільшити (Ctrl + +)","Increase (Ctrl + +)"
"T_Title.Text","Назва: ","Title : "
"T_TocEmpty.Text","Зміст цієї книги недоступний.","Table of contents is not available for this book."
"T_Voice.Text","Голос","Voice"
"T_VoiceGender.Text","Гендер голосу","Voice gender"
"T_VoicePitch.Text","Висота голосу","Voice pitch"
"T_Volume.Text","Гучність","Volume"
"T_WordSpace.Text","Проміжок між словами","Word space"
"TC_B_DarkMode.Content","Темний режим","Dark mode"
"TC_B_LightMode.Content","Світлий режим","Light mode"
"TC_S_ErrMsg1","Назва теми має містити від 1 до 15 символів.","Theme name should be between 1-15 chars."
"TC_S_SelectAccentColor","2. Виберіть акцентний колір","2. Select accent color"
"TC_S_SelectBackColor","1. Виберіть колір фону","1. Select background color"
"TC_S_SelectColorMode","3. Виберіть режим кольору","3. Select color mode"
"TC_T_ThemeName.Text","4. Назва теми","4. Name of theme"
"TM_Author.Text","Автор","Author"
"TM_FilePath.Text","Шлях до файлу","File Path"
"TM_Genre.Text","Жанр","Genre"
"TM_ImportTime.Text","Час імпорту","Import time"
"TM_Language.Text","Мова","Language"
"TM_LastReadTime.Text","Час останнього читання","Last read time"
"TM_None.Text","(Нічого)","(None)"
"TM_Publisher.Text","Видавець","Publisher"
"TM_ReadingProg.Text","Прогрес читання","Reading progress"
"TM_Series.Text","Серія","Series"
"TM_SeriesNum.Text","Номер в серії","Series Number"
"TM_Title.Text","Назва","Title"
"ToggleSwitch.OffContent","Вимкнуто","Disabled"
"ToggleSwitch.OnContent","Увімкнуто","Enabled"
"S_Previous","Попереднє","Previous"
"S_B_AppRestart","Потрібен перезапуск програми","App restart needed"
"S_B_AppRestartFailed","Не вдається перезапустити програму, перезапустіть її вручну, щоб зміни набули чинності.","Unable to restart the app, please restart manually for changes to take effect."
"S_B_LangRestartMsg","Необхідно перезапустити програму, щоб зміна мови відображення вступила в силу. Ви бажаєте продовжити?","App restart is required for display language change to take effect. Do you want to proceed?"
"S_B_Upgrade","Оновити","Upgrade"
"S_B_UpgradePremMsg","Оновити до Aquile Reader Premium!","Upgrade to Aquile Reader Premium!"
"S_Free.Text","Безкоштовна версія","Free Version"
"S_Free_Msg1.Text","Реклама в програмі","Advertisements in the app"
"S_Free_Msg2.Text","Підтримується до 40 елементів в колекції","Max 40 collection items supported"
"S_Free_Msg3.Text","До 20 книг в бібліотеці","Max 20 books in the library"
"S_Free_Msg4.Text","Користувацькі колірні схеми не підтримуються в читалці","Custom color schemes not supported in the Reader"
"S_Free_Msg5.Text","Доступна лише 1 користувацька колірна тема для програми","Only 1 custom app color theme allowed"
"S_Free_Msg6.Text","В читалці підтримується обмежена кількість шрифтів","Limited number of fonts supported in the reader"
"S_Free_Msg7.Text","Обмежена підтримка TTS (синтезу мовлення)","Limited TTS (Text-to-Speech) support"
"S_Free_Msg8.Text","Можна додати лише 1 папку для синхронізації","Only 1 sync folder allowed"
"S_Free_Msg9.Text","В меню ""Пуск"" можна закріпити до 5 книг одночасно","Max 5 books can be pinned to Start screen at a time"
"S_PremPage.Text","Преміумна версія","Premium Version"
"S_PremPage_Msg1.Text","Читання без реклами","Ad free reading experience"
"S_PremPage_Msg2.Text","Безлімітні колекції (виділення маркером, примітки і закладки)","No limit on collections (highlights, notes & bookmarks)"
"S_PremPage_Msg3.Text","Безлімітна кількість книг в бібліотеці","No limit on number of books in the library"
"S_PremPage_Msg4.Text","В читалці доступні користувацькі колірні схеми","Custom color schemes available in the Reader"
"S_PremPage_Msg5.Text","Підтримка будь-якої кількості користувацьких колірних тем для програми","Support for any number of custom app color themes"
"S_PremPage_Msg6.Text","Доступ до всіх встановлених в системі шрифтів","Access to all fonts installed in the system"
"S_PremPage_Msg7.Text","Повна підтримка TTS (синтезу мовлення)","Full TTS (Text-to-Speech) experience"
"S_PremPage_Msg8.Text","Безлімітна кількість папок для синхронізації","No limit on number of sync folders"
"S_PremPage_Msg9.Text","В меню ""Пуск"" можна закріпити безлімітну кількість книг одночасно","No limit on number books pinned to Start screen"
"T_HelpTranslateLink.Text","Допоможіть перекласти на більше мов","Help translate to more languages"
"Sync_CloudSync.Content","Хмарна синхронізація","Cloud sync"
"Sync_AllBooks","Всі книги","All Books"
"Sync_AllBooksListMsg","Усі книги, крім наступних, синхронізуються -","All books except following are being synced -"
"Sync_CloudSync_Heading.Text","Хмарна синхронізація","Cloud sync"
"Sync_EnableSync.Description","Увімкніть синхронізацію книг і метаданих на різних пристроях за допомогою зв’язаного облікового запису Диска Google.","Toggle cross-device sync of books and metadata using the linked Google drive account."
"Sync_EnableSync.Title","Увімкнути хмарну синхронізацію","Enable cloud sync"
"Sync_LinkAccount","Прив’язати обліковий запис Google","Link Google account"
"Sync_LinkBeforeSync","Пов’яжіть обліковий запис Google перед увімкненням синхронізації.","Link Google account before enabling sync."
"Sync_LinkedGDrive","Пов’язано з Диском Google, підключеним до –","Linked to Google Drive connected to -"
"Sync_SelectedBooks","Вибрані книги","Selected books"
"Sync_SelectedBooksListMsg","Наступні книги синхронізуються -","Following books are being synced -"
"Sync_SyncBookMode.Description","«Усі книги» означає, що за умовчанням синхронізуватимуться всі книги, крім виключених.
«Вибрані книги» означає, що за умовчанням жодна книга не буде синхронізована, за винятком включених.","'All Books' means by default all books will be synced, except for excluded ones.
'Selected Books' means by default no book will be synced, except for included ones."
"Sync_SyncBookMode.Title","Книги для синхронізації","Books to sync"
"Sync_SyncGDrive","Синхронізація з Google Диском, підключеним до -","Syncing to Google Drive connected to -"
"Sync_SyncInfo.Text","Хмарна синхронізація дає змогу використовувати Aquile Reader на кількох пристроях (Android і Windows) і синхронізувати дані між ними для зручного читання. Хмарна синхронізація також може служити резервною копією даних, які можна використовувати для відновлення після нової інсталяції.","Cloud sync enables use of Aquile Reader on multiple devices (Android and Windows) and syncs data acorss them for seamless reading experience. Cloud sync can also serve as backup data that can be used for restore after fresh install."
"Sync_SyncMsg.Description","Показувати спливаючі повідомлення під час синхронізації.","Display message pop-ups when sync is running."
"Sync_SyncMsg.Title","Показати робочі повідомлення синхронізації","Show sync working messages"
"Sync_SyncUploadFiles.Description","Завантажте вихідні файли електронних книг у хмару.","Upload source eBook files to cloud."
"Sync_SyncUploadFiles.Title","Синхронізація файлів електронних книг","Sync eBook files"
"Sync_UnlinkAccount","Від’єднати обліковий запис Google","Unlink Google account"
"S_EmptyList.Text","Список порожній","List is empty"
"Sync_DisableSync","Вимкнути хмарну синхронізацію","Disable cloud sync"
"Sync_EnableSyncStr","Увімкнути хмарну синхронізацію","Enable cloud sync"
"Sync_SyncNow.Text","Синхронізувати книгу зараз","Sync book now"
"Sync_UploadBookFile.Text","Завантажте файл книги","Upload book file"
"S_AddFav","Додати в обране","Add Favourite"
"S_RemoveFav","Видалити вибране","Remove Favourite"
"Sync_Cancelled","Синхронізацію скасовано","Sync cancelled"
"Sync_Complete","Синхронізація завершена","Sync complete"
"Sync_ComplteRefreshNeeded","Синхронізацію завершено, потрібно оновити розділ","Sync complete, chapter refresh needed"
"Sync_Failed","Помилка синхронізації","Sync failed"
"Sync_Started","Синхронізацію розпочато","Sync started"
"sync_tip.Subtitle","Хмарна синхронізація використовує Google Диск, щоб увімкнути синхронізацію між пристроями (Android і Windows) книг, файлів книг, метаданих, позиції читання та анотацій.

Під час запуску програми останній стан книг завантажується з хмари. При відкритті та закритті книги стан книги знову синхронізується (як вгору, так і вниз).

Надаються параметри для керування поведінкою синхронізації. За умовчанням параметр «Усі книги» синхронізує всі книги, якщо користувач не виключив деякі книги з синхронізації. «Вибрані книги» означає, що синхронізуються лише вибрані користувачем книги. Книги можна включати/виключати за допомогою контекстного меню книги.","Cloud sync uses Google Drive to enable cross device sync (Android and Windows) of books, book files, metadata, reading position and annotations.

At the app start, latest state of books are downloaded from cloud. On opening and closing a book, state of the book is synced again (both upwards and downwards).

Options are provided to control the sync behaviour. With 'All books' option by default all the books are synced, unless user has excluded some books from sync. 'Selected books' means only user selected books are synced. Books can be included/excluded by using the book context menu."
"sync_tip.Title","Хмарна синхронізація","Cloud sync"
"S_Free_Msg10.Text","У хмару можна синхронізувати максимум 3 книги.","Max 3 books can be synced to cloud."
"S_PremiumCloudSync","Безкоштовна версія підтримує лише опцію «Вибрані книги».
Оновіть програму до Aquile Reader Premium, щоб користуватися всіма функціями.","Free version supports only 'Selected Books' option.
Please upgrade to Aquile Reader Premium to enjoy all features."
"S_PremiumCloudSyncLimit","Безкоштовна версія програми підтримує лише {0} книг для синхронізації з хмарою.
Щоб додати більше, оновіть програму до Aquile Reader Premium.","Free version of the app supports only {0} books to be synced to cloud.
To add more, please upgrade to Aquile Reader Premium."
"S_PremPage_Msg10.Text","Немає обмежень щодо параметрів хмарної синхронізації.","No limitation on cloud sync options."
