"Name","Value","Comment"
"TM_Genre.Text","Gênero","Genre"
"TM_ImportTime.Text","Tempo de importação","Import time"
"TM_Language.Text","Idioma","Language"
"TM_LastReadTime.Text","Data da última leitura","Last read time"
"TM_None.Text","(Nenhum)","(None)"
"TM_Publisher.Text","Editora","Publisher"
"TM_ReadingProg.Text","Progresso de leitura","Reading progress"
"TM_Series.Text","Série","Series"
"TM_SeriesNum.Text","Número da Série","Series Number"
"TM_Title.Text","Título","Title"
"B_Done.ToolTipService.ToolTip","Pronto","Done"
"B_Downloads.ToolTipService.ToolTip","Downloads","Downloads"
"B_ExitReadingMode.ToolTipService.ToolTip","Sair do Modo Leitura (Ctrl + E)","Exit Reading Mode (Ctrl + E)"
"M_About.Content","Sobre","About us"
"T_SBInput.PlaceholderText","Encontrar ...","Find ..."
"T_SearchBox.PlaceholderText","Pesquisar por título ou nome do autor...","Search by title or author name ..."
"T_TextSizeDecrease.ToolTipService.ToolTip","Diminuir (Ctrl + -)","Decrease (Ctrl + -)"
"T_TextSizeIncrease.ToolTipService.ToolTip","Aumentar (Ctrl + +)","Increase (Ctrl + +)"
"TC_B_DarkMode.Content","Modo Escuro","Dark mode"
"TC_B_LightMode.Content","Modo Claro","Light mode"
"ToggleSwitch.OffContent","Desativado","Disabled"
"ToggleSwitch.OnContent","Ativado","Enabled"
"B_Add.Content","Adicionar","Add"
"B_AddBook.ToolTipService.ToolTip","Adicionar novo livro","Add new book"
"B_AddBookmark.ToolTipService.ToolTip","Adicionar marcador","Add Bookmark"
"B_AddFolder.Content","Adicionar pasta","Add folder"
"B_AddNote.ToolTipService.ToolTip","Adicionar nota","Add Note"
"B_AddSite.ToolTipService.ToolTip","Adicionar novo site","Add new site"
"B_AudioSettings.ToolTipService.ToolTip","Configurações de áudio","Audio settings"
"B_Back.Content","Voltar","Back"
"B_Back1.ToolTipService.ToolTip","Voltar","Back"
"B_Backup_Bkp.Content","Cópia de segurança","Backup"
"B_Backup_Restore.Content","Restaurar","Restore"
"B_Blog.ToolTipService.ToolTip","Leia nosso blog","Read our blog"
"B_Bookmarks.ToolTipService.ToolTip","Favoritos","Bookmarks"
"B_Cancel.Content","Cancelar","Cancel"
"B_ChngLog.ToolTipService.ToolTip","Novidades da versão","Change log"
"B_ClearHighlight.ToolTipService.ToolTip","Limpar destaques","Clear highlight"
"B_Close.Content","Fechar","Close"
"B_Close1.ToolTipService.ToolTip","Fechar","Close"
"B_Collapse.ToolTipService.ToolTip","Encolher","Collapse"
"B_ColorMenu.ToolTipService.ToolTip","Menu de Cores","Color Menu"
"B_ContactSupport.ToolTipService.ToolTip","Contatar Suporte","Contact support"
"B_Copy.ToolTipService.ToolTip","Copiar","Copy"
"B_Credits.ToolTipService.ToolTip","Créditos","Credits"
"B_DeleteNote.ToolTipService.ToolTip","Excluir nota","Delete note"
"B_Expand.ToolTipService.ToolTip","Expandir","Expand"
"B_ExportCollection.ToolTipService.ToolTip","Exportar coleções","Export collections"
"B_Fb.ToolTipService.ToolTip","Curta-nos no Facebook","Like us on Facebook"
"B_Female.Content","Feminino","Female"
"B_FilterFav.ToolTipService.ToolTip","Filtrar por favoritos","Filter by favorites"
"B_Forward.ToolTipService.ToolTip","Avançar","Forward"
"B_General.Content","Reiniciar","Reset"
"B_GitHub.ToolTipService.ToolTip","GitHub","GitHub"
"B_Group.ToolTipService.ToolTip","Grupo","Group"
"B_Highlight.ToolTipService.ToolTip","Destacar","Highlight"
"B_Home.ToolTipService.ToolTip","Início","Home"
"B_Information.ToolTipService.ToolTip","Informação","Information"
"B_JSInspect.ToolTipService.ToolTip","Inspeção JS","JS Inspect"
"B_LinkBack.ToolTipService.ToolTip","Voltar para a fonte do link","Go back to link source"
"B_Mail.ToolTipService.ToolTip","E-mail","Mail"
"B_Male.Content","Masculino","Male"
"B_MatchCase.ToolTipService.ToolTip","Diferenciar maiúsculas e minúsculas","Match case"
"B_MatchWWord.ToolTipService.ToolTip","Corresponder a palavra inteira","Match whole word"
"B_Next.Content","Próxima","Next"
"B_NextLine.ToolTipService.ToolTip","Próxima linha (Ctrl + →)","Next Line (Ctrl + →)"
"B_NH.ToolTipService.ToolTip","Notas e destaques","Notes & Highlights"
"B_OpenBook.Content","Abrir livro","Open Book"
"B_Pag1Cols.ToolTipService.ToolTip","Paginar 1 coluna","Paginated 1 column"
"B_Pag2Cols.ToolTipService.ToolTip","Paginar 2 colunas","Paginated 2 columns"
"B_PagVertical.ToolTipService.ToolTip","Rolagem vertical","Vertical scroll"
"B_PreviousLine.ToolTipService.ToolTip","Linha anterior (Ctrl + ←)","Previous Line (Ctrl + ←)"
"B_PrivacyPolicy.ToolTipService.ToolTip","Política de Privacidade","Privacy policy"
"B_RateStore.ToolTipService.ToolTip","Avaliar na loja","Rate on store"
"B_ReadAloud.ToolTipService.ToolTip","Leia em voz alta (Ctrl + R)","Read Aloud (Ctrl + R)"
"B_ReadAloud1.ToolTipService.ToolTip","Leia em voz alta","ReadAloud"
"B_ReadAloudSettings.ToolTipService.ToolTip","Configurações do Leia em voz alta","ReadAloud settings"
"B_Refresh.ToolTipService.ToolTip","Atualizar","Refresh"
"B_Remove.ToolTipService.ToolTip","Remover","Remove"
"B_Reset.ToolTipService.ToolTip","Reiniciar","Reset"
"B_RmSyncFolderBtn1.Content","Sim, mas manter livros","Yes, but keep books"
"B_RmSyncFolderBtn2.Content","Sim, e remover livros","Yes, and remove books"
"B_Save.Content","Salvar","Save"
"B_Search.ToolTipService.ToolTip","Pesquisar","Search"
"B_Search1.ToolTipService.ToolTip","Pesquisar (Ctrl + F)","Search (Ctrl + F)"
"B_SearchWeb.ToolTipService.ToolTip","Pesquisar na web","Search web"
"B_SelectFolder.ToolTipService.ToolTip","Selecionar pasta","Select folder"
"B_SelectIcon.Content","Selecionar ícone","Select icon"
"B_ShowCB.ToolTipService.ToolTip","Mostrar barra de comando","Show command bar"
"B_Sort.ToolTipService.ToolTip","Ordenar","Sort"
"B_Sync_Edit.ToolTipService.ToolTip","Editar","Edit"
"B_TextFormat.ToolTipService.ToolTip","Formato de Texto","Text Format"
"B_TextStyle.ToolTipService.ToolTip","Estilo de Texto","Text Style"
"B_Theme1.Content","Branco","White"
"B_Theme1.ToolTipService.ToolTip","Branco (Ctrl + T + 1)","White (Ctrl + T + 1)"
"B_Theme2.Content","Prata","Silver"
"B_Theme2.ToolTipService.ToolTip","Prata (Ctrl + T + 2)","Silver (Ctrl + T + 2)"
"B_Theme3.Content","Sépia","Sepia"
"B_Theme3.ToolTipService.ToolTip","Sépia (Ctrl + T + 3)","Sepia (Ctrl + T + 3)"
"B_Theme4.Content","Noite","Night"
"B_Theme4.ToolTipService.ToolTip","Noite (Ctrl + T + 4)","Night (Ctrl + T + 4)"
"B_Theme5.Content","Solarizado","Solarized"
"B_Theme5.ToolTipService.ToolTip","Solarizado (Ctrl + T + 5)","Solarized (Ctrl + T + 5)"
"B_Theme6.Content","Personalizado","Custom"
"B_TOC.ToolTipService.ToolTip","Índice","Table Of Contents"
"B_ToggleFav.ToolTipService.ToolTip","Alternar favorito","Toggle Favorite"
"B_ToggleFullscreen.ToolTipService.ToolTip","Alternar tela cheia (F11)","Toggle Fullscreen (F11)"
"B_Translate.ToolTipService.ToolTip","Traduzir","Translate"
"B_Tw.ToolTipService.ToolTip","Siga-nos no Twitter","Follow us on Twitter"
"B_ZoomIn.ToolTipService.ToolTip","Mais Zoom","Zoom In"
"B_ZoomOut.ToolTipService.ToolTip","Menos Zoom","Zoom Out"
"C_AddFolder_AddRecent.Content","Adicionar livros à lista recente","Add books to recent list"
"C_AddFolder_AutoRemove.Content","Remova livros automaticamente da biblioteca (incluindo notas, destaques etc.) quando os arquivos forem excluídos da pasta","Automatically remove books from the library (including notes, highlights, etc) when files are deleted from the folder"
"C_AddFolder_RecSearch.Content","Pesquisar subpastas recursivamente","Recursively search sub-folders"
"C_AddFolder_SyncFolder.Content","Sincronize esta pasta e adicione novos livros automaticamente","Sync this folder and automatically add new books"
"C_Backup_AStats.Content","Estatísticas do aplicativo","App statistics"
"C_Backup_BFav.Content","Listar Livros Favoritos","Book favorite list"
"C_Backup_BFiles.Content","Arquivos de Livros","Book files"
"C_Backup_BMeta.Content","Metadados do livro","Book metadata"
"C_Backup_Bookmarks.Content","Favoritos","Bookmarks"
"C_Backup_Config.Description","Selecione a configuração para operação de backup ou restauração","Select the configuration for backup or restore operation"
"C_Backup_Config.Title","Escolha a configuração","Choose configuration"
"C_Backup_NandH.Content","Notas e destaques","Notes & highlights"
"C_Backup_Operation.Description","Selecione a operação que deseja realizar","Select the operation you want to perform"
"C_Backup_Operation.Title","Escolha a operação","Choose operation"
"C_Backup_Storage.Description","Selecione o armazenamento de origem ou destino para a operação","Select the source or target storage for the operation"
"C_Backup_Storage.Title","Escolha o armazenamento","Choose storage"
"C_Books.ToolTipService.ToolTip","Livros","Books"
"C_ChapterList.ToolTipService.ToolTip","Lista de capítulos","Chapter list"
"C_CollectionType.ToolTipService.ToolTip","Tipo de coleção","Collection Type"
"C_General_Advt.Description","Tipo de anúncios preferido","Preference for type of advertisements"
"C_General_Advt.Title","Preferência de anúncios","Advt. preference"
"C_General_BookTitle.Description","Exibir o título de todos os livros na exibição da biblioteca","Display title for all books in the library view"
"C_General_BookTitle.Title","Mostrar títulos de livros","Show book titles"
"C_General_Lang.Description","Botões, menus e outros controles serão exibidos neste idioma. Essa configuração será aplicada na próxima inicialização do aplicativo.","Buttons, menus and other controls will show in this language.
This setting will be applied on the next start of the app."
"C_General_Lang.Title","Idioma de exibição","Display language"
"C_General_Tutorial.Description","Mostrar todos os tutoriais novamente","Show all the tutorials again"
"C_General_Tutorial.Title","Redefinir tutoriais","Reset tutorials"
"C_Personal_ColorThemes.Title","Temas de cores","Color themes"
"C_Personal_TransBanckground.Title","Fundo transparente","Transparent background"
"C_Personal_TransBanckSlider.Title","Transparência de fundo","Background transparency"
"C_Prem1.BillDetails","Cobrado trimestralmente","Billed quarterly"
"C_Prem1.DurationString"," meses"," months"
"C_Prem2.BillDetails","Cobrado anualmente","Billed annually"
"C_Prem2.DurationString"," meses"," months"
"C_Prem3.BillDetails","Compra de uma só vez","One time purchase"
"C_Prem3.DurationString","Vitalício","Lifetime"
"C_Reader_AutoLayout.Description","No layout de 2 colunas, quando o dispositivo gira para o modo retrato, o leitor alterna automaticamente para o layout de 1 coluna e vice-versa","In 2-column layout when device rotates to portrait mode, reader will auto switch to 1-column layout, and vice versa"
"C_Reader_AutoLayout.Title","Mudar automaticamente para layout de 1 coluna","Auto switch to 1 column layout"
"C_Reader_AutoScroll.Description","Mudar a página automaticamente para seguir a frase que está sendo lida no modo Ler em Voz Alta","Auto scrolls the page to follow the sentence being read in the ReadAloud mode"
"C_Reader_AutoScroll.Title","Rolagem automática do Ler em Voz Alta","ReadAloud auto-scroll"
"C_Reader_BookFont.Description","O Reader usa as fontes originais fornecidas com o livro","Reader uses the original fonts packaged with the book"
"C_Reader_BookFont.Title","Usar as fontes do livro","Use book's fonts"
"C_Reader_DictLang.Description","Idioma do dicionário do Reader","Language of the in-reader dictionary"
"C_Reader_DictLang.Title","Idioma do dicionário","Dictionary language"
"C_Reader_EnhRender.Description","Melhora o formato/layout em que os livros são renderizados para leitura","Improves the format/layout in which books are rendered for reading"
"C_Reader_EnhRender.Title","Renderização aprimorada","Enhanced rendering"
"C_Reader_SearchEngine.Description","Mecanismo de pesquisa a ser usado para pesquisa na web","Search engine to use for web search"
"C_Reader_SearchEngine.Title","Mecanismo de busca","Search engine"
"C_Reader_StdMrgn.Description","Substitui qualquer margem especificada no livro para fornecer um layout consistente no leitor","Overrides any margin specified in the book to provide consistent layout in the reader"
"C_Reader_StdMrgn.Title","Padronizar margens","Standardize margins"
"C_Reader_TextAlign.Description","Substitui qualquer preferência de alinhamento de texto definida no livro para fornecer um layout consistente no leitor","Overrides any text alignment preference set in the book to provide consistent layout in the reader"
"C_Reader_TextAlign.Title","Padronizar o alinhamento do texto","Override text alignment"
"C_ShowFavs.Content","Mostrar apenas favoritos","Show only favorites"
"CB_Category.ToolTipService.ToolTip","Categorias","Categories"
"EBI_Cover1.Content","Selecione a capa","Select cover"
"EBI_Cover2.ToolTipService.ToolTip","Restaurar capa original","Restore original cover"
"M_Backup.Content","Cópia de Segurança","Backup & Restore"
"M_ChngLog.Content","Histórico de mudanças","Change log"
"M_General.Content","Geral","General"
"M_Personal.Content","Personalização","Personalization"
"M_Reader.Content","Leitor","Reader"
"M_SyncFolder.Content","Sincronizar pastas","Sync folders"
"N_Collections.Content","Coleções","Collections"
"N_Feedback.Content","Feedback","Feedback"
"N_Home.Content","Início","Home"
"N_Library.Content","Biblioteca","Library"
"N_OnlineBooks.Content","Livros on-line","Online Books"
"N_Premium.Content","Premium","Premium"
"N_ReportBug.Content","Relatar bug","Report bug"
"N_Settings.Content","Configurações","Settings"
"N_Statistics.Content","Estatisticas","Statistics"
"RI_Yes.Content","Sim","Yes"
"Sync_CloudSync.Content","Sincronização na nuvem","Cloud sync"
"T_NoteText.PlaceholderText","Insira o texto da nota","Enter note text"
"Sync_AllBooks","Todos os livros","All Books"
"Sync_AllBooksListMsg","Todos os livros, exceto os seguintes, estão sendo sincronizados -","All books except following are being synced -"
"Sync_CloudSync_Heading.Text","Sincronização na nuvem","Cloud sync"
"Sync_EnableSync.Description","Alterne a sincronização de livros e metadados entre dispositivos usando a conta vinculada do Google Drive.","Toggle cross-device sync of books and metadata using the linked Google drive account."
"Sync_EnableSync.Title","Ativar sincronização na nuvem","Enable cloud sync"
"Sync_LinkAccount","Vincular conta do Google","Link Google account"
"Sync_LinkBeforeSync","Vincule a conta do Google antes de ativar a sincronização.","Link Google account before enabling sync."
"Sync_LinkedGDrive","Vinculado ao Google Drive conectado a -","Linked to Google Drive connected to -"
"Sync_SelectedBooks","Livros selecionados","Selected books"
"Sync_SelectedBooksListMsg","Os seguintes livros estão sendo sincronizados -","Following books are being synced -"
"Sync_SyncBookMode.Description","'Todos os livros' significa que, por padrão, todos os livros serão sincronizados, exceto os excluídos.
'Livros Selecionados' significa que, por padrão, nenhum livro será sincronizado, exceto os incluídos.","'All Books' means by default all books will be synced, except for excluded ones.
'Selected Books' means by default no book will be synced, except for included ones."
"Sync_SyncBookMode.Title","Livros para sincronizar","Books to sync"
"Sync_SyncGDrive","Sincronizando com o Google Drive conectado a -","Syncing to Google Drive connected to -"
"Sync_SyncInfo.Text","A sincronização em nuvem permite o uso do Aquile Reader em vários dispositivos (Android e Windows) e sincroniza dados entre eles para uma experiência de leitura perfeita. A sincronização na nuvem também pode servir como dados de backup que podem ser usados para restauração após uma nova instalação.","Cloud sync enables use of Aquile Reader on multiple devices (Android and Windows) and syncs data acorss them for seamless reading experience. Cloud sync can also serve as backup data that can be used for restore after fresh install."
"Sync_SyncMsg.Description","Exibir pop-ups de mensagens quando a sincronização estiver em execução.","Display message pop-ups when sync is running."
"Sync_SyncMsg.Title","Mostrar mensagens de trabalho de sincronização","Show sync working messages"
"Sync_SyncUploadFiles.Description","Carregue arquivos de e-books de origem para a nuvem.","Upload source eBook files to cloud."
"Sync_SyncUploadFiles.Title","Sincronizar arquivos de e-books","Sync eBook files"
"Sync_UnlinkAccount","Desvincular conta do Google","Unlink Google account"
"S_EmptyList.Text","A lista está vazia","List is empty"
"Sync_DisableSync","Desative a sincronização na nuvem","Disable cloud sync"
"Sync_EnableSyncStr","Ativar sincronização na nuvem","Enable cloud sync"
"Sync_SyncNow.Text","Sincronize o livro agora","Sync book now"
"Sync_UploadBookFile.Text","Carregar arquivo do livro","Upload book file"
"S_AddFav","Adicionar favorito","Add Favourite"
"S_RemoveFav","Remover favorito","Remove Favourite"
"Sync_Cancelled","Sincronização cancelada","Sync cancelled"
"Sync_Complete","Sincronização concluída","Sync complete"
"Sync_ComplteRefreshNeeded","Sincronização concluída, atualização de capítulo necessária","Sync complete, chapter refresh needed"
"Sync_Failed","Falha na sincronização","Sync failed"
"Sync_Started","Sincronização iniciada","Sync started"
"sync_tip.Subtitle","A sincronização na nuvem usa o Google Drive para permitir a sincronização entre dispositivos (Android e Windows) de livros, arquivos de livros, metadados, posição de leitura e anotações.

No início do aplicativo, o estado mais recente dos livros é baixado da nuvem. Ao abrir e fechar um livro, o estado do livro é sincronizado novamente (para cima e para baixo).

São fornecidas opções para controlar o comportamento de sincronização. Com a opção 'Todos os livros' por padrão, todos os livros são sincronizados, a menos que o usuário tenha excluído alguns livros da sincronização. 'Livros selecionados' significa que apenas os livros selecionados pelo usuário são sincronizados. Os livros podem ser incluídos/excluídos usando o menu de contexto do livro.","Cloud sync uses Google Drive to enable cross device sync (Android and Windows) of books, book files, metadata, reading position and annotations.

At the app start, latest state of books are downloaded from cloud. On opening and closing a book, state of the book is synced again (both upwards and downwards).

Options are provided to control the sync behaviour. With 'All books' option by default all the books are synced, unless user has excluded some books from sync. 'Selected books' means only user selected books are synced. Books can be included/excluded by using the book context menu."
"sync_tip.Title","Sincronização na nuvem","Cloud sync"
"S_Free_Msg10.Text","No máximo 3 livros podem ser sincronizados com a nuvem.","Max 3 books can be synced to cloud."
"S_PremiumCloudSync","A versão gratuita suporta apenas a opção ‘Livros selecionados’.
Atualize para Aquile Reader Premium para aproveitar todos os recursos.","Free version supports only 'Selected Books' option.
Please upgrade to Aquile Reader Premium to enjoy all features."
"S_PremiumCloudSyncLimit","A versão gratuita do aplicativo suporta apenas {0} livros para serem sincronizados com a nuvem.
Para adicionar mais, atualize para Aquile Reader Premium.","Free version of the app supports only {0} books to be synced to cloud.
To add more, please upgrade to Aquile Reader Premium."
"S_PremPage_Msg10.Text","Nenhuma limitação nas opções de sincronização na nuvem.","No limitation on cloud sync options."
